3.115490000000000000e+06,1.144717000000000000e+06,6.005000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.975000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.945000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.915000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.885000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.855000000000000000e+02,1.000000000000000000e+00
3.115490000000000000e+06,1.144717000000000000e+06,5.838600000000000136e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.915000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.885000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.855000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.825000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.795000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.765000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.735000000000000000e+02,1.000000000000000000e+00
3.115691000000000000e+06,1.144791000000000000e+06,5.718300000000000409e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.425000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.395000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.365000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.335000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.305000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.275000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.245000000000000000e+02,1.000000000000000000e+00
3.115633000000000000e+06,1.144945000000000000e+06,6.228300000000000409e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.435000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.405000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.375000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.345000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.315000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.285000000000000000e+02,1.000000000000000000e+00
3.115548000000000000e+06,1.144932000000000000e+06,6.255000000000000000e+02,5.000000000000000000e-01
3.115548000000000000e+06,1.144932000000000000e+06,6.238300000000000409e+02,5.000000000000000000e-01
3.115692000000000000e+06,1.144931000000000000e+06,6.255000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.225000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.195000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.165000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.135000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.105000000000000000e+02,1.000000000000000000e+00
3.115692000000000000e+06,1.144931000000000000e+06,6.075000000000000000e+02,5.000000000000000000e-01
3.115692000000000000e+06,1.144931000000000000e+06,6.058300000000000409e+02,5.000000000000000000e-01
3.115642000000000000e+06,1.144886000000000000e+06,6.065000000000000000e+02,1.000000000000000000e+00
3.115642000000000000e+06,1.144886000000000000e+06,6.035000000000000000e+02,1.000000000000000000e+00
3.115642000000000000e+06,1.144886000000000000e+06,6.005000000000000000e+02,1.000000000000000000e+00
3.115642000000000000e+06,1.144886000000000000e+06,5.975000000000000000e+02,1.000000000000000000e+00
3.115642000000000000e+06,1.144886000000000000e+06,5.945000000000000000e+02,1.000000000000000000e+00
3.115642000000000000e+06,1.144886000000000000e+06,5.915000000000000000e+02,1.000000000000000000e+00
